user_id,posted,item_id,recommend,sentiment_analysis
Kurisuchan27,02-10-2014,304930,True,2
LummusMaximus,15-09-2014,72850,True,2
LummusMaximus,09-07-2014,274190,True,0
LummusMaximus,19-10-2014,239030,True,2
LummusMaximus,09-10-2014,204240,True,2
LummusMaximus,09-10-2014,232430,True,2
LummusMaximus,31-12-2015,235780,True,2
lunareaper562,06-02-2015,319630,True,2
TheMoonyWoony,30-05-2014,274190,True,0
76561198076696353,30-05-2014,242760,True,2
76561198076696353,24-12-2013,219640,False,0
76561198076696353,14-12-2013,250320,True,2
76561198076696353,09-11-2015,377160,True,2
76561198076696353,27-12-2014,12200,True,1
76561198076696353,01-07-2014,221640,True,1
76561198076696353,09-06-2014,219150,True,0
76561198043298753,08-07-2014,440,True,1
76561198043298753,06-12-2015,239140,True,0
GemKnightDante,22-09-2014,4550,True,2
firionroseii,04-08-2014,268420,True,2
platitudinal,10-07-2014,730,True,2
platitudinal,03-04-2014,244850,True,2
Lwis2,16-12-2013,203770,True,2
lyskal,08-12-2015,230410,True,2
lyskal,25-06-2014,22000,True,2
lyskal,15-07-2015,359040,True,2
lyteX,28-11-2015,319630,True,2
lyteX,18-11-2015,730,True,1
iAlyxan,12-10-2015,212200,True,2
iAlyxan,14-12-2014,33930,True,2
iAlyxan,24-12-2013,221100,True,2
iAlyxan,05-05-2015,200710,True,2
76561198061792391,14-03-2015,218620,True,2
MonsterEnergy-Prd,15-08-2014,223390,True,2
MonsterEnergy-Prd,16-04-2014,230410,True,1
MonsterEnergy-Prd,04-12-2013,200210,True,1
Music_Man_inaPAN,03-04-2015,322170,True,2
UMURAI,18-08-2015,372210,True,1
76561198089585145,17-11-2015,4000,True,1
_MAK_,30-07-2015,356670,True,1
76561198012657818,15-12-2014,292140,True,2
therocker2236,05-03-2015,218620,True,1
M0les,07-07-2015,261570,True,2
M0les,03-06-2015,374570,True,1
M0les,30-01-2015,319630,True,2
M0les,22-02-2014,214770,True,2
76561197978628035,02-06-2014,266840,True,2
TheGoodMister,20-12-2015,440,True,1
TheGoodMister,10-10-2015,355180,False,0
76561198030206184,28-02-2014,252490,True,2
76561198101492787,04-09-2015,339280,True,1
76561198066272265,29-08-2015,388520,False,1
76561198024566463,03-12-2015,419070,False,1
tankedout,10-07-2015,231430,True,2
tankedout,22-02-2014,35450,True,0
76561198101112176,30-03-2014,440,True,2
stackonme,24-03-2013,214420,True,1
stackonme,16-02-2013,214510,True,1
stackonme,22-11-2012,35140,True,2
stackonme,08-09-2012,35700,True,2
stackonme,08-09-2012,35720,True,0
stackonme,08-09-2012,213330,True,2
76561198155221846,26-06-2015,242760,True,2
76561198155221846,22-06-2015,206420,True,2
76561198155221846,27-12-2014,550,True,2
macro_11,26-04-2015,72850,False,1
macthulu,25-07-2012,22000,True,2
MAC_CAB,14-05-2015,113420,True,0
MAC_CAB,02-11-2014,273350,True,2
76561197989883424,20-10-2014,306830,False,0
76561197989883424,28-09-2014,220,True,2
maneatingzombies,20-02-2014,107410,True,2
maneatingzombies,17-12-2013,221100,True,2
maneatingzombies,13-01-2014,4000,True,2
benthedj1,03-07-2014,230410,True,1
76561198061818716,07-02-2014,3480,True,2
Shaun_Stokes,29-10-2014,222880,True,2
Shaun_Stokes,01-08-2015,285900,True,2
Shaun_Stokes,11-04-2015,570,True,2
Shaun_Stokes,11-11-2014,236390,True,2
Shaun_Stokes,12-10-2014,301520,True,2
Shaun_Stokes,24-08-2014,730,True,2
mrtownie66,23-12-2012,8980,True,2
madmolly,14-06-2015,224480,True,0
madmolly,14-06-2015,233450,True,2
76561198091756176,20-01-2015,301910,True,2
35475,08-05-2015,315430,True,2
35475,19-01-2015,260230,True,0
mag3nta,26-01-2014,221100,True,2
maggotdeath666,11-05-2014,22370,True,2
gladospony,13-03-2015,270170,False,2
gladospony,07-11-2012,440,True,1
76561198089828631,19-08-2015,211820,False,1
TheRealMagik,10-06-2014,17520,True,2
TheRealMagik,02-05-2014,340,False,2
TheRealMagik,02-05-2014,240,True,2
TheRealMagik,02-05-2014,420,True,2
TheRealMagik,02-05-2014,620,True,2
TheRealMagik,02-05-2014,286080,True,2
TheRealMagik,16-04-2014,280,True,2
TheRealMagik,14-01-2014,400,True,2
TheRealMagik,10-01-2014,220,True,2
TheRealMagik,06-12-2013,4000,True,2
76561198096611102,06-11-2014,238590,False,2
magikarpox,02-03-2014,104900,False,0
troiani8,03-08-2013,216150,True,2
troiani8,09-12-2013,620,True,2
troiani8,21-11-2013,35140,True,2
troiani8,25-10-2013,241720,True,2
troiani8,31-08-2013,47790,True,2
troiani8,01-07-2013,4000,True,2
ColDragnFlynFsh,10-12-2014,241560,True,2
76561198126411307,02-12-2014,200210,True,1
76561198126411307,29-11-2014,730,True,1
76561198126411307,27-05-2014,263500,True,1
76561198126411307,17-03-2014,271290,True,1
777777769,28-09-2015,386360,True,2
Mahiru_DG13TH,03-10-2014,226320,True,1
1452221660414,06-02-2014,252490,True,0
1452221660414,25-12-2013,550,True,1
1452221660414,18-12-2013,265210,True,2
1452221660414,12-12-2013,70000,True,1
76561198078128803,24-07-2015,252950,True,0
76561198078128803,26-12-2013,440,True,1
Majatek,03-03-2014,33440,True,1
stuntaneous,15-12-2013,249050,True,2
stuntaneous,10-12-2013,730,False,1
stuntaneous,13-11-2013,248820,True,2
stuntaneous,24-10-2013,238960,True,2
stuntaneous,23-07-2013,6420,True,2
stuntaneous,18-07-2013,200510,True,2
stuntaneous,13-07-2013,220200,True,2
stuntaneous,05-01-2013,8800,True,2
stuntaneous,02-01-2013,219740,True,1
76561198046042992,11-11-2014,261640,True,2
76561198063501316,20-10-2013,250320,True,2
76561198073286662,16-11-2015,381120,True,2
76561198073286662,07-10-2015,303210,True,0
malgora1,28-07-2014,283680,True,2
sorry404notfoundtryagain,13-03-2015,310370,False,2
Raiseyourdongersss,01-01-2014,17460,True,1
Raiseyourdongersss,11-11-2011,72850,True,0
Raiseyourdongersss,05-03-2014,8870,True,0
Raiseyourdongersss,22-04-2012,570,True,2
Raiseyourdongersss,11-06-2014,63380,False,0
Raiseyourdongersss,18-06-2015,367120,True,2
Raiseyourdongersss,23-07-2013,70400,True,1
Raiseyourdongersss,26-04-2013,220240,True,1
Raiseyourdongersss,10-04-2013,208480,True,2
76561197989723505,02-03-2015,280600,True,2
76561197989723505,25-05-2014,47890,False,0
76561197989723505,17-06-2015,346110,False,0
paitlega,20-01-2014,570,True,1
paitlega,03-03-2014,242720,True,1
76561198074177617,10-03-2014,440,True,2
76561198072004384,21-06-2014,200230,True,2
76561198072004384,18-11-2014,263280,True,2
DE4DP00L,21-04-2014,243870,True,1
DE4DP00L,08-01-2014,8870,True,1
DE4DP00L,28-12-2013,55230,True,1
DE4DP00L,24-12-2013,49520,True,2
DE4DP00L,24-12-2013,50650,True,1
76561198056801459,19-12-2013,50130,True,2
76561198083055659,17-07-2015,440,True,2
Mario596327,03-10-2014,730,True,2
76561198093554508,31-08-2013,440,True,2
76561198069995284,07-09-2014,265550,True,2
76561198115328277,17-12-2015,6880,True,2
76561198115328277,13-12-2015,243870,True,2
76561198081787220,16-12-2015,730,True,2
76561198042517985,16-02-2015,252490,True,2
Friendler,07-10-2014,730,True,2
MurctehGr8,13-02-2015,620,True,1
MurctehGr8,23-01-2015,323140,True,2
MurctehGr8,30-12-2014,22380,True,2
MurctehGr8,13-12-2014,238210,True,0
MurctehGr8,12-12-2014,275490,False,1
MurctehGr8,01-12-2014,204360,True,0
MurctehGr8,29-11-2014,113200,True,0
MurctehGr8,15-11-2014,259080,True,1
MurctehGr8,05-11-2014,207610,True,1
happyturtleleader,31-12-2013,211420,True,2
happyturtleleader,25-12-2013,221640,True,2
76561198007861522,21-06-2014,440,True,0
76561198066656517,01-10-2015,49520,True,2
philosophem,02-12-2013,730,True,0
philosophem,08-07-2014,230410,True,1
philosophem,14-01-2014,550,True,2
luanxd99,23-05-2015,207140,True,2
luanxd99,02-03-2015,323470,True,1
luanxd99,08-02-2015,319630,True,1
KC-ItJustWorks,30-05-2014,236430,True,2
aboynamedsue,11-04-2014,252490,True,2
1v08,01-09-2015,287700,True,1
76561198089669021,27-12-2013,48700,True,2
Shakezula_The_Mic_Rulla,17-10-2015,218620,True,0
76561198072339171,10-12-2014,1250,True,1
76561198087574900,03-07-2014,440,True,1
mateushom,14-04-2014,222900,True,1
mateushom,28-06-2014,570,False,1
heyitsmath,22-11-2015,316010,False,0
MatLyGames,12-09-2014,4000,True,1
76561197994920291,11-01-2014,221100,True,2
gametsf,31-05-2013,4000,True,2
MatthewW7,29-01-2014,4000,True,2
matt2510sonic,08-12-2015,391540,True,2
matt2510sonic,04-12-2015,4000,True,2
matt2510sonic,24-09-2012,105600,True,2
76561198091190397,19-03-2014,221100,True,2
76561198091190397,05-07-2014,91310,True,2
76561198091190397,05-07-2014,72850,True,2
76561198091190397,27-05-2014,202090,True,2
76561198091190397,20-03-2014,224260,True,2
76561197972361546,09-02-2014,204100,True,2
76561197972361546,29-11-2013,200260,True,2
Lachie42,01-09-2015,234140,True,0
Lachie42,30-04-2014,243870,True,2
Lachie42,10-07-2014,49520,True,1
Lachie42,25-06-2014,260230,True,2
76561198058727529,19-09-2015,8190,True,0
alec12734,12-09-2014,72850,True,2
alec12734,10-01-2014,209000,True,2
earthsea,28-08-2014,49520,True,2
Duskems,01-10-2014,72850,True,0
Duskems,01-10-2014,570,False,1
Duskems,23-06-2014,47890,True,0
Duskems,01-10-2014,440,True,0
Duskems,01-10-2014,219890,False,1
mcdeviant,22-11-2014,209650,True,2
76561198046970654,03-06-2015,346110,True,1
76561198046970654,29-01-2015,346010,True,2
76561198046970654,06-08-2014,221100,False,0
76561198091272808,02-01-2015,241540,True,2
mcharty,02-03-2014,730,True,1
Minecraftonwow,06-08-2014,304930,True,2
Ineedmoney4food,08-01-2015,620,True,2
76561198028299001,11-10-2014,218620,True,2
76561198195842698,10-12-2015,295710,False,1
meachie,11-06-2015,272080,False,2
meachie,29-08-2012,72850,True,2
meanragingandy,08-11-2015,291480,True,2
meanragingandy,02-05-2015,51100,False,0
meanragingandy,24-12-2014,204360,True,2
meanragingandy,13-11-2014,1840,True,1
76561197963459411,21-03-2014,258180,False,2
76561198027193755,02-12-2015,397040,False,2
YoureMyWifeNowDave,23-12-2013,241600,True,2
MeckieLAD,07-12-2015,346110,False,0
MeckieLAD,07-12-2015,225540,True,2
MeckieLAD,07-12-2015,252950,True,0
MeckieLAD,22-09-2015,363970,True,1
MeckieLAD,28-08-2015,730,True,1
76561198048588244,08-11-2015,403570,False,2
76561198048588244,01-10-2012,200710,True,0
MeechIsDead,27-08-2014,304930,True,2
76561198019210728,25-04-2014,248820,True,2
76561198019210728,28-01-2014,246700,True,0
76561198019210728,22-02-2014,104900,False,0
76561198019210728,03-02-2014,208090,False,0
76561198019210728,12-12-2013,47810,True,2
76561198019210728,30-10-2013,4920,True,1
76561198020281564,13-07-2014,223830,True,2
76561198057104797,29-09-2014,268750,True,2
megamario1500,12-11-2014,289650,True,2
76561198092226373,08-06-2014,202970,True,2
76561198092226373,03-05-2015,209650,True,1
76561198049411627,19-12-2013,221100,True,1
falcodark,15-11-2015,218620,False,2
falcodark,17-06-2014,570,True,0
MegazeroBlaze,13-02-2015,250900,True,2
MegazeroBlaze,02-11-2014,273350,True,2
MegazeroBlaze,02-10-2014,730,True,2
crazyclerkm,20-12-2014,730,True,1
MrChumps,21-09-2015,278460,False,0
MrChumps,27-05-2015,297020,True,2
MrChumps,22-09-2014,236450,True,0
MrChumps,18-09-2014,234190,True,0
obeseninja27,26-06-2014,6060,True,2
MEIA-NOITE-ZIKA,17-08-2015,273110,True,1
MEIA-NOITE-ZIKA,05-08-2015,440,True,1
MEIA-NOITE-ZIKA,01-08-2015,4000,True,1
MeisaKuroki,15-01-2014,246420,True,2
NateFawkesRiver,31-07-2015,383080,True,2
NateFawkesRiver,28-12-2013,4000,True,2
NateFawkesRiver,10-07-2015,304050,True,2
NateFawkesRiver,23-01-2014,17080,True,1
NateFawkesRiver,26-12-2013,550,True,0
76561198093361154,25-07-2014,233450,True,2
76561198093361154,25-07-2014,20920,True,2
76561198093361154,25-07-2014,227940,True,2
PlixPlex,25-02-2015,246900,True,2
PlixPlex,26-12-2014,219150,True,0
PlixPlex,22-10-2013,440,True,2
PlixPlex,28-11-2014,211420,True,2
PlixPlex,19-06-2015,232090,True,2
PlixPlex,10-05-2014,265630,True,2
PlixPlex,22-12-2014,218620,False,0
SougoSS,20-12-2013,227300,True,2
Neoquinn,06-03-2015,353360,True,0
Neoquinn,04-11-2013,221910,True,2
lmaoslayer,20-12-2015,261180,True,2
demisin,14-01-2015,269350,False,2
pippymayne,16-07-2015,376660,True,2
pippymayne,16-07-2015,203770,False,0
pippymayne,21-07-2015,212680,True,2
wearethechampionsmyfriend,03-07-2015,105600,True,1
wearethechampionsmyfriend,01-06-2015,47780,True,0
wearethechampionsmyfriend,04-04-2015,4000,True,1
wearethechampionsmyfriend,06-07-2014,262410,True,2
76561198103270538,29-06-2015,250400,True,1
ILikeToMeow,23-11-2015,417860,True,1
ILikeToMeow,30-07-2014,94000,True,0
MrMasterix,28-02-2014,240,True,2
mercuryr,30-01-2015,339290,False,0
mercuryr,02-05-2015,241930,False,2
mercuryr,23-03-2015,255710,True,2
mercuryr,25-10-2014,65980,True,1
mercuryr,31-12-2013,239820,True,2
mercuryr,25-11-2013,220200,True,2
nathrel,03-07-2014,260230,True,2
e-a-g-l-e-s_eagles,29-11-2014,22380,True,2
e-a-g-l-e-s_eagles,07-07-2014,440,True,1
e-a-g-l-e-s_eagles,31-12-2014,34900,True,2
e-a-g-l-e-s_eagles,30-11-2013,209160,True,2
e-a-g-l-e-s_eagles,25-12-2013,233720,True,2
76561198013259049,23-08-2014,10180,True,2
76561198013259049,23-08-2014,730,True,2
76561198044788018,23-01-2013,570,True,1
76561198044788018,07-10-2011,440,True,2
76561198044788018,14-02-2015,250900,True,1
76561198044788018,07-07-2015,730,True,1
76561198044788018,16-07-2015,104900,False,1
76561198075581042,26-09-2014,440,True,1
76561198075581042,23-11-2014,72730,False,2
76561198075581042,14-11-2015,47890,True,0
76561198075581042,25-05-2015,227300,True,0
76561198075581042,19-12-2014,314160,True,1
76561198075581042,29-05-2014,218620,False,2
76561198075581042,09-03-2014,17570,True,2
76561198213178349,09-11-2015,346900,True,2
mexicandinosaur_,21-01-2015,220200,True,2
mgmt40,28-06-2015,237930,True,2
mgmt40,19-06-2015,250260,True,2
76561198055815784,26-11-2013,209160,True,0
76561198055815784,24-03-2014,202970,True,2
76561198057967308,27-01-2014,218620,True,2
MRKCAT,05-07-2014,221100,True,2
TheEnglishGerman,30-08-2015,388520,True,0
76561198006016224,24-11-2012,207610,True,0
76561198058247995,31-10-2015,351900,True,2
76561198058247995,29-03-2014,34030,True,1
76561198019583170,01-08-2011,40100,True,2
Argentomanwe,24-06-2014,266840,True,1
Argentomanwe,06-05-2014,42680,False,0
Argentomanwe,02-04-2014,220240,True,2
walsheys,06-06-2015,322330,True,2
walsheys,12-06-2015,242880,True,2
walsheys,28-12-2015,104900,True,2
walsheys,27-02-2015,244850,True,1
walsheys,17-12-2014,218230,True,2
walsheys,25-12-2013,252490,True,1
mickelsnickel,01-06-2014,218620,True,2
lolijuygter,14-01-2015,730,True,0
lolijuygter,29-09-2015,383980,True,2
76561198072358583,24-12-2015,72850,True,1
76561198072358583,05-04-2014,242880,True,1
76561198072358583,06-12-2013,207170,True,1
76561198072358583,01-05-2014,221640,True,0
76561198072358583,20-04-2014,204630,True,2
spartan7126,23-12-2015,218230,True,2
76561198018551219,03-05-2014,8930,True,2
76561198086194246,23-08-2014,211820,True,2
76561198055989393,24-07-2013,224760,True,2
76561198053711199,08-12-2014,250900,True,1
76561198043532486,17-06-2015,319630,True,2
MidnightEmperor,23-12-2014,4000,True,2
MidnightEmperor,24-07-2015,231430,False,0
midniteviii,12-09-2014,265630,True,2
midniteviii,12-09-2014,91310,True,0
midniteviii,09-03-2014,34900,False,0
midniteviii,09-03-2014,104900,True,0
midniteviii,22-01-2014,70,True,2
midwa,06-01-2014,22380,True,2
midwa,26-12-2012,12120,True,2
blackxxworm,01-01-2015,34900,True,2
blackxxworm,17-11-2014,730,True,1
blackxxworm,27-06-2014,246420,True,2
blackxxworm,30-12-2014,40800,True,1
blackxxworm,01-05-2015,271590,True,2
mightysparks,15-11-2014,271900,True,2
mightysparks,15-11-2014,265890,True,2
76561198094782691,14-11-2014,230410,True,2
76561198094782691,08-11-2014,218620,True,2
369231461278416,15-02-2014,99900,True,2
tyansteRR199,01-04-2015,730,True,2
76561198045661299,23-12-2015,218230,True,2
76561198062595804,14-03-2014,221100,True,2
zaaikbr,14-06-2015,550,True,1
zaaikbr,20-05-2014,204360,True,2
zaaikbr,14-06-2015,570,False,1
zaaikbr,14-06-2015,4000,True,1
zaaikbr,14-06-2015,209870,True,1
zaaikbr,12-06-2015,250400,True,1
zaaikbr,12-06-2015,219150,True,1
zaaikbr,20-04-2015,237110,True,1
zaaikbr,16-02-2015,24240,True,1
mikeyg74,24-06-2014,12210,True,2
mikeyg74,11-12-2015,407600,True,2
MiklePikle,21-03-2015,440,True,2
Milkshakes-,16-05-2015,7670,True,2
Milkshakes-,31-05-2015,333930,True,2
Milkshakes-,13-08-2015,365660,True,2
76561198116545160,12-11-2015,391540,True,2
anthMC,22-10-2015,405170,True,2
anthMC,15-07-2015,252950,True,2
anthMC,15-03-2015,255710,True,2
76561198092574945,25-01-2014,251570,True,2
76561198078718666,22-01-2015,301910,True,2
76561198078718666,15-03-2014,250340,True,1
76561198078718666,04-02-2014,250320,True,1
76561198078718666,02-02-2014,208090,True,0
76561198019938571,14-08-2015,228380,False,0
76561198019938571,18-10-2014,241930,True,1
TheMinerlaxx,30-12-2013,440,True,0
76561198066306064,07-03-2015,72850,True,1
76561198092735015,27-02-2015,273110,False,0
76561198092735015,23-02-2015,570,True,2
76561198092735015,22-05-2014,440,True,2
76561197994690938,27-08-2014,570,True,1
theHALOgod10159,28-04-2015,72850,True,2
mirki411,02-06-2013,570,True,1
mirki411,12-12-2013,8930,True,1
76561198065168512,22-11-2014,50620,True,2
mistermooth,02-04-2014,265930,True,1
mistystriker,12-10-2013,218680,True,2
mistystriker,05-04-2013,49520,True,2
mistystriker,05-04-2013,8870,True,2
mistystriker,21-06-2012,31280,True,2
mistystriker,11-04-2012,17460,True,2
mistystriker,17-03-2012,7670,True,2
mistystriker,16-09-2011,91310,True,2
BigNigR,08-12-2012,4000,True,2
76561198191010871,18-07-2015,222880,True,2
helldog22,23-06-2014,24240,True,2
mithriel,05-07-2014,730,True,0
TumbleweedCorp,23-03-2014,271290,True,2
76561198061039342,27-09-2014,283660,False,0
76561198061039342,27-06-2014,730,True,2
76561198061039342,15-08-2015,363970,True,1
76561198061039342,16-05-2015,204300,True,2
mjoz,20-05-2015,310560,True,0
mjoz,04-03-2015,440,True,2
Shohmyooh127,22-03-2015,221910,True,2
Le-Mocha,31-12-2015,202170,True,2
Le-Mocha,10-08-2013,215530,True,0
Le-Mocha,13-07-2012,105430,True,0
Le-Mocha,27-12-2011,38830,True,0
76561198059020961,20-06-2015,8870,True,2
76561198059020961,30-09-2015,203160,True,2
76561198059020961,16-10-2015,333930,False,2
76561198087000982,01-09-2014,570,True,2
76561198025330151,22-02-2014,218230,True,2
76561198088745442,22-06-2014,4000,True,2
76561198066506757,22-06-2014,42910,True,1
76561198066506757,22-12-2013,218620,True,2
Momijio,10-08-2014,224260,True,1
flame1312,03-07-2015,301520,True,0
flame1312,24-01-2015,304930,True,2
flame1312,17-01-2014,209870,True,2
76561198025910899,08-12-2014,261640,True,2
76561198078763729,16-01-2014,1250,True,2
76561198078763729,14-01-2014,570,True,1
76561198078155892,11-08-2015,730,True,2
migrated,19-08-2014,620,True,2
migrated,04-07-2014,274190,True,2
76561198046906455,14-09-2015,330390,True,2
76561198046906455,05-07-2014,274310,True,2
moon910,20-10-2015,319630,True,0
76561198079882851,12-01-2015,252490,False,2
76561198079882851,10-07-2014,570,True,2
76561198079882851,28-02-2014,67370,True,2
76561198084001780,25-12-2013,265210,True,1
jeffyusohansam,16-09-2014,570,True,1
jeffyusohansam,16-06-2015,319630,True,2
jeffyusohansam,29-11-2014,250900,True,0
76561198056747623,01-01-2014,221100,True,1
76561198056747623,01-01-2014,4000,True,1
76561198056747623,14-10-2014,214490,True,1
jerrygetajob,21-04-2015,271590,True,2
jerrygetajob,05-03-2015,237930,True,2
jerrygetajob,10-05-2015,247660,True,2
anonymoosebrony,07-11-2015,24200,False,1
anonymoosebrony,16-07-2015,333980,True,2
anonymoosebrony,29-05-2015,253980,False,0
anonymoosebrony,04-04-2015,301910,False,2
anonymoosebrony,28-02-2015,319630,True,2
anonymoosebrony,06-02-2015,313120,False,1
anonymoosebrony,26-12-2014,209370,True,2
anonymoosebrony,20-03-2012,203810,True,2
anonymoosebrony,04-08-2011,50130,True,2
76561198051567275,06-06-2015,319050,True,2
76561198051567275,10-12-2014,301520,False,0
76561198041971225,17-05-2014,219150,True,2
76561198041971225,01-12-2014,205100,False,1
76561198056265599,21-12-2014,72850,True,0
76561198056265599,30-09-2014,319510,True,0
76561198052118118,16-10-2013,248710,False,0
76561198052118118,10-07-2013,43160,True,2
76561198052118118,04-06-2013,224820,True,0
76561198052118118,19-12-2012,219740,True,2
76561198052118118,04-03-2015,3370,True,2
76561198052118118,04-05-2014,236430,True,1
76561198052118118,31-08-2013,570,True,1
76561198052118118,26-07-2014,261030,False,0
76561198052118118,11-02-2015,236370,True,1
76561198052118118,01-10-2014,271944,True,1
morristein,11-05-2013,570,True,1
morristein,18-03-2013,105600,True,2
TheSquirrelflightgaming,20-03-2015,440,True,2
76561198079803067,25-12-2013,440,True,2
76561198079803067,04-12-2013,230410,True,2
76561198079803067,29-04-2014,200260,True,2
76561198079803067,15-01-2013,49520,True,2
influxx,20-10-2015,252950,True,1
influxx,06-07-2014,730,True,1
76561198034277356,31-01-2015,289760,True,2
76561198034277356,14-07-2013,230410,True,2
76561198034277356,07-09-2012,440,False,0
76561198034277356,26-11-2013,51100,False,0
76561198034277356,30-08-2013,107100,True,2
76561198034277356,06-11-2013,231160,True,1
76561198034277356,30-08-2013,224760,True,2
76561198034277356,14-06-2013,219890,True,2
motev,16-10-2015,218620,False,0
76561198077820909,02-05-2015,440,True,0
76561198077820909,08-08-2015,319510,True,2
76561198023381153,29-01-2015,301910,False,0
76561198013432172,26-04-2013,10180,True,0
MOwneZ,13-07-2013,105600,True,2
MOwneZ,08-06-2011,4000,True,2
Mozness,20-03-2015,65980,False,2
Mozness,19-12-2013,4000,True,2
Mozness,25-02-2014,224540,False,2
Mozness,06-09-2014,8930,True,2
Mozness,03-11-2013,1250,True,0
Mozness,16-08-2015,222880,True,0
mozzie-killer,01-08-2014,200050,True,0
mozzie-killer,27-08-2012,50300,True,2
mozzie-killer,22-05-2012,1520,True,2
mozzie-killer,31-03-2012,33930,True,2
misterjr,27-06-2014,105600,True,1
misterjr,26-09-2014,236450,True,1
76561198064438745,28-12-2013,620,True,2
76561198064438745,30-06-2014,265930,True,2
theoretical_xp,17-07-2012,22100,True,0
theoretical_xp,27-12-2011,55040,True,0
tanderskaife,12-11-2015,218620,False,2
tanderskaife,22-05-2014,248610,True,2
76561198069996415,04-02-2014,440,True,2
mgooisu,20-04-2014,20900,True,2
mgooisu,07-12-2013,570,False,2
mgooisu,01-12-2014,20920,True,0
mgooisu,10-02-2012,72850,True,2
mgooisu,10-12-2013,113200,False,0
mgooisu,27-12-2014,225080,True,2
Mr_Hentai,05-12-2013,211820,True,2
Mr_Hentai,06-12-2013,4920,True,2
76561198038335577,04-11-2013,207610,True,2
76561198038335577,04-07-2012,105600,True,2
Mr_ISH,27-04-2015,220200,True,1
Mr_ISH,26-04-2015,264710,True,2
76561197998655584,15-03-2014,730,False,0
ronnietran,05-12-2013,219640,False,2
KingMadness,20-02-2015,17740,True,2
KingMadness,14-06-2015,48240,False,0
76561198069545441,26-12-2015,337320,True,2
gettingrobbed,26-12-2013,207080,False,1
The-Moose,15-01-2014,203160,True,2
76561198040576691,16-09-2014,440,True,0
76561198028407473,23-03-2015,34330,True,2
76561198028407473,27-03-2015,214950,True,2
76561198063510182,27-12-2014,6060,True,0
barrythebreadinspector,07-07-2015,293180,True,0
barrythebreadinspector,04-07-2014,265930,True,1
barrythebreadinspector,12-06-2014,108710,True,2
76561198077602243,27-01-2014,209160,False,0
GreatShot,19-12-2015,730,True,2
snruby,29-12-2013,218620,True,2
snruby,16-08-2015,730,True,1
snruby,12-08-2015,252950,True,0
fantastic_pootis,01-09-2014,440,True,0
fantastic_pootis,18-03-2015,304930,True,0
76561198045148009,26-06-2014,200510,True,2
76561198045148009,14-05-2014,239350,True,1
76561198045148009,10-12-2013,113200,True,0
76561198060407498,18-07-2015,570,True,2
76561198060407498,18-07-2015,8190,True,2
76561198060407498,18-07-2015,72850,True,2
qwertybmwh1994,28-11-2013,72850,True,2
qwertybmwh1994,14-10-2012,43110,True,2
qwertybmwh1994,29-07-2012,4500,True,2
qwertybmwh1994,19-07-2012,32800,True,2
i_dont_give_a_jacks_ass,07-04-2015,620,True,0
i_dont_give_a_jacks_ass,26-03-2015,570,True,2
i_dont_give_a_jacks_ass,21-03-2014,70,True,1
i_dont_give_a_jacks_ass,21-03-2014,55230,True,1
i_dont_give_a_jacks_ass,07-03-2014,50300,True,2
i_dont_give_a_jacks_ass,07-01-2014,244810,True,1
bigodo,13-07-2012,24240,True,1
bigodo,18-12-2010,1250,True,1
bigodo,29-12-2014,236430,True,2
bigodo,03-07-2011,440,True,1
76561198027828967,14-11-2015,377160,True,2
76561198027828967,18-02-2014,19900,False,2
koongod01,06-12-2013,1250,True,1
cc2015,13-12-2013,252490,True,2
cc2015,15-07-2014,238320,True,0
76561198105743297,02-02-2014,204300,True,1
76561198090300952,19-01-2014,244850,True,2
76561198090300952,01-11-2014,105600,False,0
NOTHING_BUT_STAR_WARS,03-11-2014,261640,True,2
mresprofile,05-09-2015,730,True,0
76561198098553595,06-11-2014,22380,True,2
MrMilitary,08-12-2013,239820,True,2
Unskillful_killer,31-01-2013,440,True,2
76561198088930910,11-10-2014,244850,False,0
279519365,28-06-2014,730,True,2
MrAH2010,31-12-2013,8930,True,2
MrAle,31-12-2012,440,True,1
cliffxd,25-06-2014,226700,True,1
ItalianFoddConsumerGaming,26-06-2014,244850,True,2
ItalianFoddConsumerGaming,26-06-2014,105600,True,2
76561198084496260,19-09-2014,221100,True,2
76561198084496260,28-04-2015,232090,True,2
MrEdIsAHorse,26-09-2015,49520,True,2
MrEdIsAHorse,22-08-2015,304930,True,1
76561198062490293,18-03-2014,208090,True,0
MrGrapeGaming,29-11-2015,4000,True,1
MrGrapeGaming,30-03-2015,206420,True,2
MrGrapeGaming,18-11-2014,221100,True,2
MrGrapeGaming,21-01-2014,209160,True,1
mrjosheyhalo,28-11-2014,15700,True,2
MRmeohme,01-06-2015,333930,True,2
MRmeohme,23-05-2014,265630,True,0
MRmeohme,15-01-2014,440,True,1
MRmeohme,15-01-2014,57300,True,2
MRmeohme,14-12-2015,299360,False,2
MRmeohme,29-07-2014,730,True,0
mrmutantduck,15-03-2013,113200,True,2
mrmutantduck,13-12-2013,240380,True,2
mrmutantduck,29-11-2013,39140,True,2
mrmutantduck,15-04-2014,258590,True,2
mrmutantduck,02-01-2014,550,True,1
mrmutantduck,07-09-2013,4000,True,1
76561198019019838,16-12-2015,227680,False,0
76561198087629781,29-07-2015,304050,True,2
MOnkeyASS12,05-05-2014,220,True,2
TheREDPHOENIX,08-11-2014,43110,True,0
TheREDPHOENIX,08-11-2014,440,True,2
TheREDPHOENIX,08-11-2014,550,True,2
