genres,item_name,release_date,item_id,user_id
['Action' 'Indie' 'RPG'],Escape From Nazi Labs,2016-11-08,524680,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - Ultimate NPCs: Skullduggery (PFRPG),2016-11-08,551310,nan
['Action' 'Adventure' 'Casual' 'Indie'],Night Forest,2016-11-08,528080,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - Beasts & Barbarians Golden Edition (Savage Worlds),2016-11-08,554540,nan
['Simulation'],FSX Steam Edition: Night Environment: Massachusetts Add-On,2016-11-08,500203,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - Mini-Dungeon #009: Tiikeri's Revenge (5E),2016-11-08,550300,nan
['Action' 'Casual' 'Indie'],Goblin and Coins,2016-11-08,551580,nan
['Adventure' 'Indie' 'RPG' 'Strategy'],Dawn's Light 2,2016-11-08,532090,nan
['Adventure' 'Indie' 'RPG' 'Strategy'],Dawn's Light 2 - Strategy Guide,2016-11-08,532100,nan
['Adventure' 'Indie' 'Strategy'],Beholder,2016-11-09,475550,nan
['Action' 'Free to Play' 'Massively Multiplayer'],World of Tanks Blitz,2016-11-09,444200,nan
['Casual' 'Indie'],Fan Fun,2016-11-09,555040,nan
['Action' 'Adventure'],Homefront®: The Revolution - Aftermath,2016-11-09,500271,nan
['Indie'],Sethian,2016-11-09,432370,nan
['Casual' 'Indie' 'Strategy'],Ninja Stealth - Supporter Edition,2016-11-09,552950,nan
['Action' 'Adventure' 'Casual' 'Indie'],Groggers!,2016-11-17,536920,nan
['Action' 'Indie' 'Strategy'],Party Hard: High Crimes DLC,2016-11-10,554791,nan
['Action' 'Indie' 'Strategy'],Party Hard Remastered OST,2016-11-10,554790,nan
['Adventure'],Yesterday Origins,2016-11-10,465280,nan
['Simulation' 'Strategy'],Order of Battle: Blitzkrieg,2016-11-10,528620,nan
['Action' 'RPG' 'Strategy'],Stellar Stars - Soundtrack,2016-11-10,549800,nan
['Action' 'RPG' 'Strategy'],Stellar Stars,2016-11-10,436850,nan
['Adventure' 'Indie'],Void & Meddler - Soundtrack Ep. 2,2016-11-10,556420,nan
['Adventure' 'Indie'],Silence,2016-11-15,314790,nan
['Simulation'],Train Simulator: Hamburg S1 S-Bahn Route Add-On,2016-11-10,376975,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - Far East Campaign Compendium (PFRPG),2016-11-10,556690,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - Lankhmar: City of Thieves (Savage Worlds),2016-11-10,555790,nan
['Action' 'Indie'],Oblivion's Edge,2016-11-10,551100,nan
['Adventure' 'Indie'],Candle,2016-11-11,420060,nan
['Action' 'Casual' 'Indie'],SPINGUN,2016-11-11,548230,nan
['Adventure' 'Indie'],Candle Soundtrack + Artbook,2016-11-11,537210,nan
['Casual' 'Free to Play' 'Indie' 'Simulation' 'Sports' 'Strategy'],Pixel Puzzles Ultimate - Puzzle Pack: England,2016-11-11,553070,nan
['Casual' 'Free to Play' 'Indie' 'Simulation' 'Sports' 'Strategy'],Pixel Puzzles Ultimate - Puzzle Pack: Wales,2016-11-11,553071,nan
['Action' 'Adventure' 'Casual'],Chimpact 1 - Chuck's Adventure,2016-11-11,518120,nan
['Simulation'],A-10C: Operation Piercing Fury Campaign,2016-11-11,549200,nan
['Action' 'Adventure' 'Indie'],Super Rad Raygun - Soundtrack,2016-11-11,533880,nan
['Action' 'Adventure' 'Indie' 'RPG'],Don't open the doors!,2016-11-11,533950,nan
['Casual' 'Indie' 'RPG' 'Simulation'],AL･FINE,2016-11-11,545330,nan
['Strategy' 'Early Access'],Merchants & Mercenaries,2016-11-11,546870,nan
['Adventure' 'Indie'],Finque,2016-11-11,532700,nan
['Action' 'Casual' 'Indie'],CountDown,2016-11-11,545320,nan
['Adventure' 'Indie'],Bad birthday,2016-11-11,551680,nan
['Action' 'Indie'],FrightShow Fighter - Soundtrack,2016-11-14,549650,nan
['Action'],DOA5LR Summer Festival Costume Set,2016-11-14,547230,nan
['Adventure' 'Indie'],Tales [PC],2016-11-14,416250,nan
['Action' 'Indie'],Abduction Bit,2016-11-15,550810,nan
['Adventure' 'Indie'],Chaos on Deponia Soundtrack,2016-11-15,558140,nan
['Adventure' 'Indie'],Deponia Doomsday Soundtrack,2016-11-15,558150,nan
['Adventure' 'Indie'],Edna & Harvey: Harvey's New Eyes Soundtrack,2016-11-15,558160,nan
['Adventure' 'Indie'],Edna & Harvey: The Breakout Soundtrack,2016-11-15,558190,nan
['Adventure' 'Free to Play' 'Massively Multiplayer' 'RPG' 'Strategy'],DOFUS - Atcham Pack,2016-11-15,552011,nan
['Action' 'Free to Play' 'Indie' 'Simulation'],The Sandbox Evolution - Craft a 2D Pixel Universe!,2016-11-15,466940,nan
['Action' 'Adventure' 'Indie' 'RPG'],Suits: A Business Soundtrack,2016-11-15,435340,nan
['Casual' 'Simulation'],Rocksmith® 2014 Edition – Remastered – Stevie Ray Vaughan & Double Trouble - “Pride and Joy”,2016-11-15,509659,nan
['Casual' 'Simulation'],Rocksmith® 2014 Edition – Remastered – Stevie Ray Vaughan & Double Trouble Song Pack,2016-11-15,509664,nan
['Casual' 'Simulation'],Rocksmith® 2014 Edition – Remastered – Stevie Ray Vaughan & Double Trouble - “Texas Flood”,2016-11-15,509660,nan
['Adventure' 'Free to Play' 'Massively Multiplayer' 'RPG' 'Strategy'],DOFUS - Julith Pack,2016-11-15,553120,nan
['Casual' 'Simulation'],Rocksmith® 2014 Edition – Remastered – Stevie Ray Vaughan & Double Trouble - “Cold Shot”,2016-11-15,509661,nan
['Casual' 'Simulation'],Rocksmith® 2014 Edition – Remastered – Stevie Ray Vaughan & Double Trouble - “Scuttle Buttin’”,2016-11-15,509662,nan
['Casual' 'Simulation'],Rocksmith® 2014 Edition – Remastered – Stevie Ray Vaughan & Double Trouble - “Couldn’t Stand the Weather”,2016-11-15,509663,nan
['Adventure'],Toonstruck,2016-11-15,369830,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - 1 on 1 Adventures #6: The Shroud of Olindor (3.5E/PFRPG),2016-11-15,557210,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds -  1 on 1 Adventures #7: Eyes of the Dragon (3.5E/PFRPG),2016-11-15,556610,nan
['Action' 'Adventure' 'Indie' 'RPG'],Even the Ocean,2016-11-16,265470,nan
['Action' 'Adventure' 'Indie' 'RPG'],Even the Ocean OST,2016-11-16,554780,nan
['Action' 'Indie' 'Strategy'],Awesomenauts - Scourge Captain McPain Skin,2016-11-16,557000,nan
['Action' 'Adventure' 'Indie'],Way of the Red,2016-11-16,491350,nan
['Action' 'Indie' 'Strategy'],Awesomenauts - Unicorn Nibbs,2016-11-16,399830,nan
['Racing'],Gase and Aldridge Spotter Audio,2016-11-16,554880,nan
['Racing'],Challenge Pack 3,2016-11-16,555860,nan
['Racing'],Matt Tifft Comeback Pack,2016-11-16,538351,nan
['Racing'],Paint Scheme Pack 6,2016-11-16,555863,nan
['Racing'],Paint Scheme Pack 7,2016-11-16,555864,nan
['Racing'],Toyota Paint Scheme Pack 3,2016-11-16,555865,nan
['Indie' 'Simulation' 'Strategy'],Creeper World: Anniversary Edition,2016-11-16,422910,nan
['Racing'],Toyota Challenge Pack 3,2016-11-16,555861,nan
['Racing'],Paint Scheme Pack 5,2016-11-16,555862,nan
['Indie' 'Simulation' 'Strategy'],Creeper World 2: Anniversary Edition,2016-11-16,422920,nan
['Action'],Phantom Breaker: Battle Grounds - Frau Koujiro,2016-11-17,372110,nan
['Indie' 'Strategy'],Nanuleu,2016-11-16,511500,nan
['Action' 'Indie' 'Sports'],Birdsketball,2016-08-21,470470,nan
['Free to Play' 'Indie' 'Massively Multiplayer' 'Strategy'],Infinity Wars - Rebellion Designer Deck Bundle,2016-11-16,547240,nan
['Simulation'],Train Simulator: RhB Enhancement Pack 01,2016-11-17,448185,nan
['Adventure' 'Casual'],Kingdom of Aurelia: Mystery of the Poisoned Dagger,2016-09-08,550390,nan
['Adventure' 'Indie' 'RPG'],Town of Night,2016-11-17,546990,nan
['Action' 'Indie' 'Early Access'],Genital Jousting,2016-11-17,469820,nan
['Casual' 'Indie'],ISLANDS: Non-Places,2016-11-17,540510,nan
['Action' 'Indie'],Crewsaders,2016-11-17,540870,nan
['Action' 'Adventure' 'RPG'],ICEY,2016-11-17,553640,nan
['Racing' 'Simulation' 'Sports'],ATV Quadracer Ultimate,2016-11-18,502350,nan
"['Action' 'Free to Play' 'Indie' 'Massively Multiplayer' 'RPG'
 'Early Access']",Angeldust,2016-11-18,488440,nan
['Action' 'Indie'],Weird Hero,2016-11-18,490870,nan
['Action'],Killing Floor 2,2016-11-18,232090,nan
['Casual' 'Free to Play' 'Indie' 'Simulation' 'Sports' 'Strategy'],Pixel Puzzles Ultimate - Puzzle Pack: Scotland,2016-11-18,553072,nan
['Casual' 'Simulation'],Timber! The Logging Experts,2016-11-18,553100,nan
['Casual' 'Free to Play' 'Indie' 'Simulation' 'Sports' 'Strategy'],Pixel Puzzles Ultimate - Puzzle Pack: Ireland,2016-11-18,553073,nan
['Casual' 'Free to Play' 'Simulation' 'Sports'],Zaccaria Pinball - Shooting The Rapids 2016 Table,2016-11-18,555360,nan
['Action' 'Adventure' 'Casual' 'Indie' 'Racing'],Runbow,2016-11-18,464650,nan
['Action' 'Adventure' 'Casual' 'Indie' 'Racing'],Runbow - Costumes and Music Pack,2016-11-18,522170,nan
['Action' 'Adventure' 'Casual' 'Indie' 'Racing'],Runbow - Satura's Space Adventure,2016-11-18,505015,nan
['Action' 'Adventure' 'Casual' 'Indie' 'Racing'],Runbow Soundtrack,2016-11-18,505480,nan
['Adventure' 'Casual'],The Agency of Anomalies: Cinderstone Orphanage Collector's Edition,2016-11-21,558670,nan
['Action' 'Adventure' 'Casual' 'Indie' 'Simulation' 'Early Access'],Spider Wars,2016-11-18,454580,nan
['Casual' 'Indie'],QUBIC,2016-11-18,509000,nan
['Adventure' 'Casual'],Grim Facade: Mystery of Venice Collector’s Edition,2016-11-18,555820,nan
['Casual' 'Free to Play' 'Massively Multiplayer' 'Strategy' 'Early Access'],Eternal Card Game,2016-11-18,531640,nan
['Action' 'Adventure' 'Indie' 'RPG' 'Simulation'],Project Abyss,2016-11-18,552410,nan
['Adventure' 'Indie' 'Strategy'],DROD: The Second Sky,2014-07-01,351320,nan
['Action' 'Indie'],AquaNimble - Soundtrack,2016-11-18,527410,nan
['Adventure' 'Indie' 'Strategy'],DROD: The Second Sky OST + Graphics Pack,2016-11-18,415070,nan
['Action' 'Casual' 'Free to Play' 'RPG'],Zone4,2016-11-20,518660,nan
['Action' 'Casual' 'Indie' 'RPG' 'Simulation' 'Strategy'],Club Naughty,2016-11-18,558870,nan
['Action' 'Adventure' 'Casual' 'Indie' 'Strategy'],Genius Greedy Mouse: Greedy of XOR,2016-11-21,544230,nan
['Indie' 'RPG' 'Strategy' 'Early Access'],Street Posse Showdown,2016-11-21,438770,nan
['Action' 'Indie' 'Strategy'],Shadow Heroes: Vengeance In Flames,2016-11-22,398670,nan
['Adventure' 'Casual' 'Indie' 'RPG'],BASMENT DWELLERS,2016-11-22,553040,nan
['Action' 'Adventure' 'RPG'],Tom Clancy’s The Division™ - Survival,2016-11-22,556470,nan
['Casual' 'Simulation'],Rocksmith® 2014 Edition – Remastered – AWOLNATION - “Sail”,2016-11-22,509665,nan
['Casual' 'Indie' 'Simulation'],FourChords Guitar Karaoke - Pop Punk Song Pack,2016-11-22,559382,nan
['Adventure' 'Casual' 'Indie'],Gold Crusader,2016-11-22,556000,nan
['Free to Play' 'Massively Multiplayer' 'RPG' 'Strategy'],Forge of Gods: Dragon Trainer pack,2016-11-22,537322,nan
['Casual' 'Free to Play' 'Indie' 'Simulation' 'Sports' 'Strategy'],Pixel Puzzles Ultimate - Puzzle Pack: Beach Volleyball,2016-11-22,553075,nan
['Action' 'Adventure' 'Casual' 'Indie' 'RPG'],Madness,2016-11-22,555930,nan
['Simulation'],TS Marketplace: Thompson Suburban Coaches Pack 02 Add-On,2016-11-22,448206,nan
['Simulation'],TS Marketplace: Thompson Suburban Coaches Pack 01 Add-On,2016-11-22,448205,nan
['Simulation'],TS Marketplace: Barnum Coaches Pack 01 Add-On,2016-11-22,513090,nan
['Action' 'Free to Play' 'Massively Multiplayer' 'RPG'],Defiance - Obliterator T.I.T.A.N. Bundle,2016-11-22,560102,nan
['Indie' 'Racing' 'Simulation' 'Sports'],Assetto Corsa - Porsche Pack II,2016-11-22,540710,nan
['Casual' 'Simulation'],Rocksmith® 2014 Edition – Remastered – 2010s Mix Song Pack II,2016-11-22,509668,nan
['Casual' 'Simulation'],Rocksmith® 2014 Edition – Remastered – Black Veil Brides - “In The End”,2016-11-22,509667,nan
['Casual' 'Simulation'],Rocksmith® 2014 Edition – Remastered – WALK THE MOON - “Shut Up And Dance”,2016-11-22,509666,nan
['Strategy'],XCOM 2: Resistance Warrior Pack,2016-11-22,399620,nan
['Action' 'Adventure'],Mafia III - Family Kick Back Pack,2016-11-22,511892,nan
['Adventure' 'Free to Play' 'RPG' 'Strategy'],Grand Starter Bundle,2016-11-22,544770,nan
['Adventure' 'Free to Play' 'RPG' 'Strategy'],Legendary Starter Bundle,2016-11-22,551971,nan
['Adventure' 'Free to Play' 'RPG' 'Strategy'],Epic Starter Bundle,2016-11-22,551970,nan
['Adventure' 'Casual' 'Simulation'],Shuffle!,2016-11-22,537100,nan
['Casual' 'Indie'],Japanese School Life,2016-11-22,555640,nan
['Action' 'Indie'],Bullshot,2016-11-22,436530,nan
['Casual' 'Early Access'],Midnight Carnival,2016-11-22,546980,nan
['Action' 'Adventure' 'Indie' 'RPG'],Andoran Skye XD,2016-11-20,560770,nan
['Casual' 'Free to Play' 'Massively Multiplayer' 'Strategy'],Thanksgiving Content Pack,2016-11-23,559880,nan
['Indie'],Estiman,2016-11-23,560220,nan
['Action' 'Indie'],Steel Invaders,2016-11-23,558620,nan
['Action' 'Casual' 'Indie'],Starry Nights : Helix,2016-11-23,546180,nan
['Casual' 'Indie'],Chilie,2014-04-15,550560,nan
['Action' 'Adventure' 'Indie' 'Strategy'],Man O' War: Corsair - Fledgling Griffon,2016-11-23,554320,nan
['Action' 'Adventure' 'Indie' 'Strategy'],Man O' War: Corsair - Reik's Fashion,2016-11-23,554321,nan
['Casual' 'Indie' 'Simulation' 'Sports' 'Strategy'],Pure Hold'em - Plume Card Deck,2016-11-23,438902,nan
['Adventure' 'Free to Play' 'Indie' 'RPG'],Rescue the Great Demon 2 - Donation,2016-11-25,559780,nan
['Adventure' 'Free to Play' 'Indie' 'RPG'],Rescue the Great Demon 2 - OST package,2016-11-25,562780,nan
['Action' 'Casual' 'Simulation' 'Sports' 'Strategy'],Rugby Union Team Manager 2017,2016-11-25,528640,nan
['Action' 'Casual' 'Indie' 'Massively Multiplayer'],Slymes,2016-11-25,530300,nan
['Design &amp; Illustration' 'Utilities'],Virtual Battlemap DLC - Castles & Chill,2016-11-24,558460,nan
['Casual' 'Indie' 'Massively Multiplayer' 'RPG' 'Early Access'],Tyto Online,2016-11-25,544290,nan
['Action' 'Adventure' 'Indie' 'RPG'],Gladiator Trainer,2016-11-25,527990,nan
['Animation &amp; Modeling' 'Design &amp; Illustration' 'Utilities'],Marmoset Toolbag 3,2016-11-25,550060,nan
['RPG' 'Strategy'],InfinitasDM,2016-11-28,555180,nan
"['Audio Production' 'Design &amp; Illustration' 'Utilities'
 'Video Production']",CyberLink PowerDirector 15 Ultra,2016-11-28,501630,nan
['Action' 'Adventure'],Watch_Dogs® 2,2016-11-28,447040,nan
['Action' 'Adventure'],Watch_Dogs® 2 - Psychedelic Pack,2016-11-28,525013,nan
['Casual' 'Simulation'],Publisher Tycoon,2016-11-28,517300,nan
['Casual' 'Indie'],Our Wonderful World,2016-11-29,562600,nan
['Casual' 'Indie' 'Strategy'],Seven Seas Solitaire,2016-11-29,556190,nan
['Simulation' 'Strategy'],Cities: Skylines - Relaxation Station,2016-11-29,547501,nan
['Simulation' 'Strategy'],Cities: Skylines - Content Creator Pack: High-Tech Buildings,2016-11-29,547500,nan
['Simulation' 'Strategy'],Cities: Skylines - Natural Disasters,2016-11-29,515191,nan
['Adventure' 'Free to Play' 'Massively Multiplayer' 'RPG'],Florensia,2016-11-29,384030,nan
['Action' 'Massively Multiplayer' 'Racing'],The Crew™ Calling All Units,2016-11-29,512350,nan
['Simulation'],Roadworks - The Simulation,2016-11-30,502430,nan
['Simulation'],TS Marketplace: GWR Toplight Coaches Pack 02,2016-11-30,448208,nan
['Adventure' 'Casual'],Black Swan,2016-05-25,560230,nan
['Action' 'Casual' 'Indie' 'Massively Multiplayer' 'Simulation' 'Sports'],Paintball 707,2017-09-17,562700,nan
['Casual' 'Simulation' 'Strategy'],Townsmen,2016-11-30,486540,nan
['Action' 'Indie' 'Racing' 'Simulation' 'Sports'],Aqua Moto Racing Utopia,2016-11-30,468100,nan
['Casual' 'Indie' 'RPG' 'Early Access'],the research facility NO.507,2016-11-30,512170,nan
['Adventure' 'Indie' 'Strategy'],DROD: Smitemaster's Selection Expansions 1+2,2016-11-30,422190,nan
['Strategy'],Slay,2016-11-25,563200,nan
['Casual' 'Free to Play' 'Indie' 'Simulation' 'Sports' 'Strategy'],Pixel Puzzles Ultimate - Puzzle Pack: Castles,2016-11-30,553074,nan
['Indie' 'RPG' 'Strategy'],"Fantasy Grounds - Map Adventures #2 - Plains, Deserts, & Caverns (Map Pack)",2016-12-01,560090,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - Sundered Skies: Companion (Savage Worlds),2016-12-01,560360,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - Map Adventures #1 - Forests & Mountains (Map and Token Pack),2016-12-01,560110,nan
['Action' 'Free to Play'],Line of Sight - Starters Pack,2016-11-30,557290,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - The Last Parsec: Archetypes (Savage Worlds),2016-12-01,563920,nan
['Action' 'Adventure' 'Indie'],Junk Jack,2016-11-30,414190,nan
['Action' 'Adventure' 'Indie' 'RPG'],TAIKER,2016-11-30,511010,nan
['Casual' 'Free to Play' 'Indie' 'RPG' 'Simulation' 'Strategy'],Tabletopia,2016-11-30,402560,nan
['Casual' 'Indie' 'Simulation' 'Strategy' 'Early Access'],Alien Hostage,2016-12-01,562430,nan
['Indie' 'Strategy'],Secret Santa,2016-12-01,500690,nan
['Simulation'],OMSI 2 Add-On Doppelgelenkbus AGG 300,2016-12-01,434068,nan
['Adventure' 'Casual' 'Indie' 'RPG'],Stargazer Christmas,2016-12-01,550420,nan
['Casual' 'Free to Play' 'Indie'],Counter Agents,2016-12-01,549090,nan
['RPG'],The Dwarves,2016-12-01,403970,nan
['Action' 'Casual' 'Indie'],Sparkle Unleashed,2014-04-14,550450,nan
['Adventure' 'Indie' 'RPG'],Mad Nords: Probably an Epic Quest,2016-12-02,407880,nan
['Strategy'],Strategy & Tactics: Wargame Collection - USSR vs USA!,2016-12-02,536741,nan
['Action' 'Sports'],Steep™,2016-12-02,460920,nan
['Casual' 'Indie' 'Simulation'],FourChords Guitar Karaoke - EDM Essentials II,2016-12-02,563283,nan
['Sports'],Total Extreme Wrestling,2016-12-02,529700,nan
['Action' 'Adventure' 'Indie' 'RPG'],Dungeon Souls,2016-12-02,383230,nan
['Action' 'Adventure' 'Indie' 'RPG'],Dungeon Souls - Original Soundtrack,2016-12-02,463630,nan
['Action' 'Casual' 'Indie'],Skyway,2016-12-02,541410,nan
['Casual' 'Indie' 'Simulation'],FourChords Guitar Karaoke - Katy Perry,2016-12-02,563285,nan
['Adventure' 'Indie'],Little Briar Rose,2016-12-02,555290,nan
['Action' 'Indie'],Crate Punks,2016-12-02,517960,nan
['Adventure' 'Casual'],Dark Tales: Edgar Allan Poe's The Masque of the Red Death Collector's Edition,2016-12-02,514720,nan
['Action' 'Casual' 'Indie'],The Night Christmas Ended - Soundtrack,2016-12-05,565070,nan
['Adventure' 'Simulation' 'Early Access'],Escape: Sierra Leone,2016-12-05,440450,nan
['Action' 'Adventure' 'Indie'],Halloween Mysteries,2016-12-05,547090,nan
['Action' 'Adventure' 'Indie'],Beastiarium,2016-12-05,545150,nan
['Casual' 'Strategy'],Santa's Christmas Solitaire,2016-12-05,561680,nan
['Action' 'Casual' 'Indie'],Bit Blaster XL Soundtrack,2016-12-05,548700,nan
['Adventure' 'Indie' 'Strategy'],DROD: Smitemaster's Selection Expansions 7+8,2016-12-05,422193,nan
['Action' 'Adventure' 'Casual'],Luke Sidewalker,2016-11-25,545860,nan
['Action' 'Adventure' 'Free to Play' 'Indie'],Ley Lines,2016-12-05,529770,nan
['Casual' 'Free to Play' 'Indie'],Drop Alive,2016-12-06,513450,nan
['Casual' 'Indie'],Drop Alive - Deluxe Edition,2016-12-06,556570,nan
['RPG'],Sea Dogs: To Each His Own - Flying the Jolly Roger,2016-12-06,452521,nan
['Action'],Seraph - Cypher (Costume pack),2016-12-06,563880,nan
['Adventure' 'Casual' 'Free to Play' 'Indie' 'RPG' 'Simulation' 'Strategy'],Clicker Heroes: Red-Nosed Clickdeer,2016-12-06,565261,nan
['Action'],GAROU: MARK OF THE WOLVES,2016-12-06,366240,nan
['Design &amp; Illustration'],JugiPaint,2016-12-06,562510,nan
['Racing' 'Simulation' 'Sports'],Ride 2 Ducati Bikes Pack,2016-12-06,515120,nan
['Casual' 'Indie' 'Simulation'],FourChords Guitar Karaoke - Kodaline,2016-12-06,565350,nan
['Action' 'Indie' 'Racing'],ZombieCarz,2016-12-07,565340,nan
['Adventure' 'Indie'],Her Majesty's SPIFFING,2016-12-07,488770,nan
['Simulation'],TS Marketplace: LMS P3 Coaches Pack 03 Add-On,2016-12-07,448209,nan
['Simulation' 'Sports' 'Early Access'],Virtual-O,2016-12-07,529020,nan
['Simulation'],TS Marketplace: LMS P3 Coaches Pack 04 Add-On,2016-12-07,512310,nan
['Simulation'],TS Marketplace: British Railways Class A2 Livery Pack Add-On,2016-12-07,513093,nan
['Simulation'],Yu-Gi-Oh! ARC-V: ARC League Championship,2016-12-07,523530,nan
['Simulation'],Yu-Gi-Oh! ARC-V: Yugo’s Synchro Dimension,2016-12-07,523531,nan
['Simulation'],Yu-Gi-Oh! ARC-V: Jack Atlas vs Yuya,2016-12-07,523533,nan
['Simulation'],Yu-Gi-Oh! ARC-V: Shay vs Dennis,2016-12-07,523534,nan
['Indie' 'Simulation' 'Strategy' 'Early Access'],PlayFortress,2016-12-07,459880,nan
['Simulation'],Yu-Gi-Oh! ARC-V: Yuya vs Crow,2016-12-07,523532,nan
['Adventure' 'Indie' 'Strategy'],DROD: Smitemaster's Selection Expansions 9+10,2016-12-07,422200,nan
['Simulation'],FSX Steam Edition: McDonnell F3H-2 Demon™ Add-On,2016-12-07,494521,nan
['Action' 'Indie' 'Racing' 'Sports'],Rocket League® - Vulcan,2016-12-07,457162,nan
['Indie' 'Strategy'],Fracture the Flag,2016-12-07,388900,nan
['Adventure' 'Casual'],Mystic Diary - Quest for Lost Brother,2016-12-08,497020,nan
['Action' 'Adventure' 'Casual' 'Indie' 'Simulation'],Root Of Evil: The Tailor,2016-12-09,550310,nan
['Action' 'Casual' 'Indie'],Attempt[42],2016-12-08,562520,nan
['Adventure' 'Indie'],Deios II // DEIDIA,2016-12-06,495760,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - 1 on 1 Adventures #5: Vale of the Sepulcher (3.5E/PFRPG),2016-12-08,558540,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - Deadlands Reloaded: Abracadabra and an Arab Cadaver (Savage Worlds),2016-12-08,566480,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - Secrets of New York (CoC),2016-12-08,567230,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - The Last Parsec: Omariss Death Worm (Savage Worlds),2016-12-08,565500,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - Mini-Dungeon #016: The Halls of Hellfire (5E),2016-12-08,555030,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - Mini-Dungeon #017: Shadows of Madness (5E),2016-12-08,555740,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - Mini-Dungeon #018: Neotomas' Paradise (5E),2016-12-08,556670,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - Tropical Islands (Map Pack),2016-12-08,561900,nan
['Indie' 'RPG' 'Strategy'],Fantasy Grounds - Cold Mountain (PFRPG),2016-12-08,561330,nan
['RPG'],Dream Quest,2014-05-15,557410,nan
['Action' 'Indie'],The Hurricane of the Varstray Soundtrack,2016-12-08,566280,nan
['Action' 'Indie'],Trouble Witches Origin Soundtrack,2016-12-08,566260,nan
['Adventure'],Tayutama2 -you're the only one- CHI ver.,2016-12-09,552280,nan
['RPG'],Pool of Death,2016-12-09,497240,nan
['Action' 'Casual' 'Indie' 'Simulation' 'Strategy' 'Early Access'],Galactic Landing,2016-12-08,555850,nan
['Action' 'Adventure' 'Indie' 'Massively Multiplayer' 'Simulation'],Madness^3 OST,2016-10-31,547630,nan
['Indie' 'RPG'],Siralim 2 - Higher Skin Drop Rate (Cosmetic Only),2016-12-09,560582,nan
['Indie' 'RPG'],Siralim 2 - Unlock All Skins (Cosmetic Only),2016-12-09,560581,nan
['Indie' 'RPG'],Siralim 2 - Trials of the Gods (Expansion),2016-12-09,560580,nan
['Action' 'Casual' 'Indie'],Stellar Interface - Original Soundtrack,2016-12-09,567070,nan
['Adventure'],Red Spider2: Exiled,2015-01-17,560790,nan
['Casual' 'Indie'],EXIT,2016-12-16,535000,nan
['Casual' 'Indie'],TILE,2016-12-09,567020,nan
['Casual'],Rescue Team 6 Collector's Edition,2016-12-13,566930,nan
['Indie' 'Strategy'],War for the Overworld - Crucible Expansion,2016-12-13,492690,nan
['Casual'],Claws & Feathers 2,2016-12-13,566940,nan
['Casual' 'RPG'],VR GirlFriend,2016-12-13,563760,nan
['Casual' 'Indie'],A Number's life,2016-12-13,560200,nan
"['Adventure' 'Casual' 'Free to Play' 'Indie' 'Simulation' 'Sports'
 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Santa,2016-12-13,565323,nan
['Action' 'Casual' 'Indie'],Cube Runner,2016-12-13,567280,nan
"['Adventure' 'Casual' 'Free to Play' 'Indie' 'Simulation' 'Sports'
 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Glaciers,2016-12-13,565324,nan
['Casual' 'Indie' 'Simulation'],FourChords Guitar Karaoke - Hedley,2016-12-13,563280,nan
['Action' 'Free to Play' 'Strategy'],Zoom Out Modification,2016-12-13,566390,nan
['Action' 'Adventure' 'Casual' 'Indie'],Breaking Wheel OST,2016-12-13,569190,nan
"['Adventure' 'Casual' 'Free to Play' 'Indie' 'Simulation' 'Sports'
 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Christmas,2016-12-13,565322,nan
['Action' 'Casual' 'Indie'],4Team,2016-12-13,534320,nan
['Casual' 'Indie'],Zup! 2 - DLC,2016-12-13,569410,nan
['Strategy'],Deluxe Content - Cossacks 3: Days of Brilliance,2016-12-13,565040,nan
['Adventure' 'Casual' 'Indie'],The Dreamlord,2016-12-13,412290,nan
['Casual' 'Indie'],Santa Rockstar OST,2016-12-16,568710,nan
['Action' 'Indie'],BIOS,2016-12-13,350600,nan
['Casual' 'Indie'],Santa Rockstar,2016-12-13,567980,nan
['Casual' 'Indie'],Passage 4,2016-12-13,567860,nan
['Casual' 'Indie'],Mountain Trap: The Manor of Memories,2016-12-13,563320,nan
['Casual' 'Free to Play' 'Massively Multiplayer' 'Simulation' 'Sports'],Kickoff Legends,2016-12-21,542940,nan
['Simulation' 'Strategy'],Glittermitten Grove,2016-12-13,536890,nan
